"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Término,"Configuração de atribuição","Total de contatos de mensagem","Novos contatos de mensagem",Compras,"Custo por compra (BRL)","CPM (custo por 1.000 impressões) (BRL)","CTR (todos)",ThruPlays,"Cliques (todos)","ROAS de resultados","Indicador de ROAS do resultado","CPC (todos) (BRL)","CTR único (todos)","Cliques no link","Contatos por mensagem","Conversas por mensagem iniciadas","Custo por conversa por mensagem iniciada (BRL)"," (BRL)","Novos contatos de mensagem"
2025-12-01,2025-12-31,"DayUse - Campanha Wpp",active,1029,actions:onsite_conversion.messaging_conversation_started_7d,3.00179786,200,Diário,3088.85,148785,81889,Contínuo,"Clique de 7 dias ou visualização de 1 dia",1046,985,,,20.760493,2.443123,5,3635,,,0.849752,3.774622,2034,1013,1029,3.001798,3.135888,985
