"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Término,"Configuração de atribuição","Total de contatos de mensagem","Novos contatos de mensagem",Compras,"Custo por compra (BRL)","CPM (custo por 1.000 impressões) (BRL)","CTR (todos)",ThruPlays,"Cliques (todos)","ROAS de resultados","Indicador de ROAS do resultado","CPC (todos) (BRL)","CTR único (todos)","Cliques no link","Contatos por mensagem","Conversas por mensagem iniciadas","Custo por conversa por mensagem iniciada (BRL)"," (BRL)","Novos contatos de mensagem"
2026-02-01,2026-02-28,"DayUse - Campanha Wpp",active,764,actions:onsite_conversion.messaging_conversation_started_7d,3.65787958,200,Diário,2794.62,135953,61230,Contínuo,"Clique de 7 dias ou visualização de 1 dia",774,682,3,931.54,20.55578,2.389061,48,3248,,,0.860413,4.355708,1665,750,764,3.65788,4.115788,679
