"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Término,"Configuração de atribuição","Total de contatos de mensagem","Novos contatos de mensagem",Compras,"Custo por compra (BRL)","CPM (custo por 1.000 impressões) (BRL)","CTR (todos)",ThruPlays,"Cliques (todos)","ROAS de resultados","Indicador de ROAS do resultado","CPC (todos) (BRL)","CTR único (todos)","Cliques no link","Contatos por mensagem","Conversas por mensagem iniciadas","Custo por conversa por mensagem iniciada (BRL)"," (BRL)","Novos contatos de mensagem"
2026-01-01,2026-01-31,"DayUse - Campanha Wpp",active,1425,actions:onsite_conversion.messaging_conversation_started_7d,2.16122105,200,Diário,3079.74,169611,78959,Contínuo,"Clique de 7 dias ou visualização de 1 dia",1477,1334,,,18.157667,3.210287,21,5445,,,0.565609,5.822009,2899,1414,1425,2.161221,2.308651,1334
